#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
6.919	621	6.945	352
6.970	589	6.996	384
7.020	554	7.046	419
7.072	515	7.097	457
7.122	476	7.147	494
7.173	439	7.199	528
7.223	405	7.249	558
7.274	377	7.300	582
7.324	355	7.350	599
7.376	342	7.401	607
7.426	338	7.451	609
7.477	341	7.503	600
7.527	355	7.553	586
7.578	375	7.604	561
7.629	403	7.654	533
7.680	437	7.705	499
7.730	473	7.756	464
7.781	511	7.807	427
7.831	550	7.857	391
7.883	585	7.908	359
7.933	618	7.958	332
7.984	642	8.010	311
8.034	661	8.060	298
8.085	669	8.111	294
8.135	670	8.161	297
8.187	661	8.212	309
8.237	644	8.262	328
8.288	620	8.314	355
8.338	589	8.364	386
8.389	554	8.415	421
8.441	516	8.465	456
8.491	478	8.516	493
8.542	441	8.567	525
8.592	408	8.618	556
8.643	379	8.668	579
8.694	359	8.719	595
8.745	345	8.769	604
8.795	340	8.821	605
8.846	343	8.871	598
8.896	356	8.922	583
8.948	376	8.972	560
8.998	403	9.023	532
9.049	435	9.073	500
9.099	471	9.125	464
9.150	509	9.175	429
9.200	546	9.226	394
9.252	582	9.276	363
9.302	612	9.327	336
9.353	638	9.378	316
9.403	655	9.429	303
9.454	665	9.479	298
9.505	666	9.530	301
9.556	658	9.580	313
9.606	641	9.632	332
9.657	618	9.682	357
9.707	588	9.733	388
9.759	554	9.783	421
9.809	518	9.834	457
9.860	480	9.884	492
9.910	444	9.936	524
9.961	410	9.986	554
10.011	383	10.037	576
10.063	362	10.087	592
10.113	349	10.138	600
10.164	344	10.189	602
10.214	346	10.240	595
10.265	358	10.290	580
10.316	377	10.341	558
10.367	403	10.391	531
10.417	434	10.443	500
10.468	469	10.493	465
10.518	506	10.544	430
10.570	543	10.594	396
10.620	577	10.645	366
10.671	608	10.695	340
10.721	633	10.747	320
10.772	651	10.797	307
10.822	661	10.848	302
10.874	662	10.898	305
10.924	655	10.949	317
10.975	639	11.000	335
11.025	617	11.051	360
11.076	587	11.101	389
11.127	554	11.152	422
11.178	519	11.202	456
11.228	482	11.254	491
11.279	446	11.304	522
11.329	414	11.355	551
11.381	386	11.405	573
11.431	365	11.456	588
11.482	352	11.506	597
11.532	347	11.558	598
11.583	349	11.609	592
11.633	359	11.659	578
11.685	378	11.710	557
11.735	403	11.760	529
11.786	434	11.812	499
11.836	468	11.862	465
11.887	504	11.913	431
11.938	540	11.963	399
11.989	573	12.014	368
12.039	604	12.065	343
12.090	629	12.116	323
12.140	646	12.166	312
12.192	656	12.217	306
12.242	658	12.267	310
12.293	651	12.319	320
12.343	637	12.369	339
12.394	615	12.420	363
12.444	587	12.470	391
12.496	555	12.521	423
12.546	519	12.571	456
12.597	483	12.623	490
12.647	449	12.673	521
12.698	416	12.724	549
12.749	390	12.774	570
12.800	368	12.825	587
12.850	355	12.876	595
12.901	350	12.927	596
12.951	351	12.977	589
13.003	362	13.028	576
13.053	379	13.078	555
13.104	404	13.130	529
13.154	433	13.180	499
13.205	466	13.231	466
13.255	501	13.281	433
13.307	537	13.332	400
13.357	570	13.382	371
13.408	600	13.434	346
13.458	624	13.484	328
13.509	642	13.535	315
13.560	652	13.585	310
13.611	654	13.636	313
13.661	648	13.687	324
13.712	633	13.738	341
13.762	613	13.788	364
13.814	586	13.839	392
13.864	555	13.889	423
13.915	521	13.941	457
13.965	486	13.991	489
14.016	451	14.042	520
14.066	420	14.092	546
14.118	393	14.143	569
14.168	372	14.193	583
14.219	359	14.245	592
14.269	353	14.295	593
14.320	354	14.346	587
14.371	363	14.396	573
14.422	380	14.447	554
14.472	403	14.498	528
14.523	432	14.549	498
14.573	464	14.599	466
14.625	499	14.650	434
14.675	533	14.700	402
14.726	566	14.752	374
14.776	596	14.802	349
14.827	620	14.853	331
14.878	638	14.903	319
14.929	648	14.954	314
14.979	651	15.004	317
15.030	644	15.056	327
15.080	631	15.106	344
15.131	611	15.157	367
15.182	585	15.207	394
15.233	554	15.258	425
15.283	522	15.309	457
15.334	487	15.360	489
15.384	454	15.410	519
15.436	423	15.461	545
15.486	397	15.511	566
15.537	376	15.563	581
15.587	363	15.613	589
15.638	356	15.664	591
15.689	356	15.714	584
15.740	366	15.765	572
15.790	382	15.815	552
15.841	405	15.867	527
15.891	432	15.917	498
15.942	463	15.968	467
15.993	497	16.018	435
16.044	531	16.069	404
16.095	563	16.120	376
16.145	591	16.171	352
16.196	616	16.221	335
16.247	633	16.272	322
16.298	643	16.322	317
16.348	646	16.374	320
16.399	641	16.424	330
16.449	629	16.475	347
16.501	610	16.525	369
16.551	584	16.576	396
16.602	555	16.626	425
16.652	522	16.678	457
16.703	489	16.728	488
16.753	456	16.779	518
16.805	426	16.829	544
16.855	400	16.880	564
16.906	379	16.931	579
16.956	367	16.982	587
17.007	359	17.032	588
17.058	360	17.083	582
17.109	368	17.133	569
17.159	384	17.185	550
17.210	405	17.235	526
17.260	432	17.286	497
17.312	462	17.336	467
17.362	495	17.387	436
17.413	528	17.438	406
17.463	559	17.489	378
17.514	587	17.539	355
17.564	611	17.590	337
17.616	629	17.640	326
17.666	639	17.691	320
17.717	643	17.742	323
17.767	637	17.793	333
17.818	626	17.843	349
17.869	607	17.894	370
17.920	583	17.944	397
17.970	554	17.996	426
18.021	523	18.046	456
18.071	490	18.097	487
18.123	458	18.147	517
18.173	429	18.198	543
18.224	403	18.249	562
18.274	384	18.300	576
18.325	370	18.350	584
18.375	363	18.401	586
18.427	363	18.451	580
18.477	371	18.502	567
18.528	385	18.553	549
18.578	406	18.604	525
18.629	432	18.654	498
18.680	462	18.705	467
18.731	493	18.755	437
18.781	525	18.807	407
18.832	556	18.857	381
18.882	584	18.908	358
18.934	607	18.958	340
18.984	624	19.009	329
19.035	635	19.060	324
19.085	638	19.111	326
19.136	634	19.162	336
19.186	623	19.212	351
19.238	605	19.263	373
19.288	581	19.313	398
19.339	554	19.365	426
19.389	523	19.415	457
19.440	492	19.466	487
19.491	461	19.516	516
19.542	431	19.567	540
19.592	406	19.618	561
19.643	387	19.669	574
19.693	373	19.719	582
19.745	365	19.770	584
19.795	366	19.820	578
19.846	373	19.872	566
19.896	387	19.922	548
19.947	407	19.973	525
19.998	432	20.023	497
20.049	461	20.074	467
20.099	492	20.124	438
20.150	523	20.176	409
20.200	553	20.226	383
20.251	580	20.277	360
20.302	603	20.327	343
20.353	620	20.378	332
20.403	630	20.429	326
20.454	634	20.480	329
20.504	630	20.530	338
20.556	620	20.581	353
20.606	602	20.631	375
20.657	580	20.683	399
20.707	553	20.733	428
20.758	524	20.784	457
20.809	493	20.834	486
20.860	463	20.885	514
20.910	434	20.935	539
20.961	409	20.987	558
21.011	390	21.037	572
21.062	377	21.088	580
21.113	370	21.138	582
21.164	369	21.189	576
21.214	376	21.240	564
21.265	389	21.291	546
21.315	408	21.341	524
21.367	433	21.392	497
21.417	461	21.442	469
21.468	490	21.494	440
21.518	521	21.544	411
21.569	550	21.595	385
21.620	576	21.645	363
21.671	599	21.696	346
21.721	616	21.746	335
21.772	626	21.798	330
21.822	630	21.848	332
21.873	627	21.899	340
21.924	617	21.949	356
21.975	600	22.000	376
22.025	578	22.051	401
22.076	553	22.102	428
22.126	523	22.152	457
22.178	494	22.203	485
22.228	464	22.253	513
22.279	436	22.305	537
22.329	413	22.355	556
22.380	393	22.406	570
22.431	380	22.456	578
22.482	372	22.507	580
22.532	372	22.558	574
22.583	379	22.609	562
22.633	391	22.659	545
22.684	410	22.710	523
22.735	433	22.760	497
22.786	460	22.811	469
22.837	489	22.862	440
22.887	519	22.913	413
22.938	547	22.963	387
22.989	573	23.014	365
23.040	595	23.064	349
23.090	611	23.116	337
23.141	622	23.166	333
23.191	626	23.217	334
23.243	623	23.267	343
23.293	613	23.318	358
23.344	598	23.369	377
23.394	577	23.420	401
23.445	552	23.470	428
23.495	524	23.521	456
23.547	495	23.571	485
23.597	466	23.622	511
23.648	439	23.673	535
23.698	415	23.724	554
23.749	397	23.774	567
23.800	383	23.825	576
23.851	376	23.875	576
23.901	375	23.927	572
23.952	381	23.977	560
24.002	393	24.028	545
