#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.473	462	58.498	471
58.523	461	58.549	468
58.574	460	58.599	465
58.624	461	58.650	462
58.676	463	58.700	460
58.726	467	58.751	457
58.777	470	58.802	456
58.827	475	58.853	456
58.878	481	58.903	456
58.929	486	58.954	458
58.980	491	59.004	459
59.030	496	59.056	462
59.081	500	59.106	464
59.131	503	59.157	467
59.183	506	59.207	470
59.233	506	59.258	474
59.284	506	59.309	477
59.334	505	59.360	480
59.385	503	59.410	481
59.436	500	59.461	484
59.487	495	59.511	484
59.537	491	59.562	484
59.588	486	59.613	484
59.638	481	59.664	483
59.689	476	59.714	481
59.740	471	59.765	478
59.791	468	59.815	476
59.841	465	59.867	472
59.892	463	59.917	469
59.942	463	59.968	466
59.994	463	60.018	463
60.044	464	60.069	461
60.095	467	60.120	459
60.145	470	60.171	457
60.196	475	60.222	457
60.247	479	60.272	457
60.298	484	60.323	458
60.348	488	60.373	459
60.399	493	60.425	461
60.449	497	60.475	464
60.500	500	60.526	466
60.551	503	60.576	470
60.602	504	60.627	472
