#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
14.219	537	14.244	538
14.270	528	14.296	553
14.320	516	14.346	563
14.371	504	14.397	568
14.421	491	14.447	569
14.473	478	14.498	564
14.523	465	14.548	555
14.574	454	14.600	540
14.624	444	14.650	523
14.675	437	14.701	502
14.726	432	14.751	480
14.777	430	14.802	457
14.827	431	14.853	434
14.878	435	14.904	414
14.928	441	14.954	396
14.980	450	15.005	383
15.030	460	15.055	372
15.081	471	15.107	369
15.131	483	15.157	370
15.182	495	15.208	376
15.232	507	15.258	387
15.284	517	15.309	402
15.334	525	15.359	421
15.385	530	15.411	443
15.435	535	15.461	465
15.486	536	15.512	489
15.537	534	15.562	511
15.588	530	15.613	531
15.638	523	15.664	548
15.689	515	15.715	560
15.739	505	15.765	568
15.791	495	15.816	571
15.841	484	15.866	569
15.892	474	15.918	561
15.942	464	15.968	548
15.993	456	16.019	532
16.044	449	16.069	512
16.095	445	16.120	490
16.145	442	16.170	467
16.196	442	16.222	444
16.246	444	16.272	422
16.297	448	16.323	403
16.348	454	16.373	387
16.399	461	16.424	376
16.449	470	16.475	369
16.500	479	16.526	368
16.550	489	16.576	371
16.602	497	16.627	381
16.652	505	16.677	394
16.703	512	16.729	412
16.753	518	16.779	433
16.804	522	16.830	456
16.855	523	16.880	479
16.906	523	16.931	502
16.956	521	16.981	522
17.007	517	17.033	542
17.057	511	17.083	556
17.108	504	17.134	566
17.159	497	17.184	571
17.210	489	17.235	571
17.261	481	17.286	565
17.311	473	17.337	555
17.362	467	17.387	540
17.413	461	17.438	522
17.464	457	17.488	500
17.514	454	17.540	478
17.565	453	17.590	454
17.615	454	17.641	432
17.667	456	17.691	411
17.717	460	17.742	393
17.768	465	17.792	380
17.818	470	17.844	371
17.869	478	17.894	367
17.919	484	17.945	370
17.971	491	17.995	376
18.021	497	18.046	388
18.072	502	18.097	404
18.122	507	18.148	424
18.173	509	18.198	446
18.224	511	18.249	469
18.275	512	18.299	492
18.325	511	18.351	514
18.376	509	18.401	533
18.426	505	18.452	549
18.478	501	18.502	562
18.528	496	18.553	568
18.579	491	18.604	571
18.629	485	18.655	568
18.680	480	18.705	559
18.730	475	18.756	546
18.782	471	18.806	530
18.832	468	18.857	510
18.883	466	18.908	488
18.933	464	18.959	464
18.984	465	19.009	442
19.035	465	19.060	420
19.086	468	19.110	401
19.136	470	19.162	387
19.187	474	19.212	376
19.237	478	19.263	370
19.289	482	19.313	369
19.339	486	19.364	374
19.390	490	19.415	383
19.440	493	19.466	398
19.491	496	19.516	415
19.541	499	19.567	436
19.593	500	19.617	459
19.643	501	19.668	481
19.694	500	19.719	504
19.744	499	19.770	524
19.795	498	19.820	542
19.846	496	19.871	555
19.897	493	19.921	565
19.947	490	19.973	569
19.998	488	20.023	568
20.048	484	20.074	562
20.100	482	20.124	552
20.150	480	20.175	536
20.201	478	20.226	518
20.251	476	20.277	497
20.302	476	20.328	475
20.352	476	20.378	452
20.404	476	20.429	430
20.454	476	20.479	411
20.505	478	20.531	394
20.555	479	20.581	382
20.606	480	20.632	374
20.657	482	20.682	371
20.708	483	20.733	373
20.758	485	20.784	381
20.809	486	20.835	392
20.859	488	20.885	408
20.911	489	20.936	428
20.961	489	20.986	449
21.012	489	21.038	471
21.062	490	21.088	493
21.113	489	21.139	514
21.164	489	21.189	532
21.215	489	21.240	548
21.265	488	21.290	558
21.316	488	21.342	565
21.366	487	21.392	566
21.417	487	21.443	563
21.468	486	21.493	554
21.519	486	21.544	541
21.569	486	21.595	524
21.620	486	21.646	506
21.670	486	21.696	484
21.722	486	21.747	462
21.772	486	21.797	441
21.823	486	21.849	421
21.873	486	21.899	404
21.924	485	21.950	389
21.975	484	22.000	380
22.026	484	22.051	375
22.076	484	22.101	375
22.127	483	22.153	380
22.177	483	22.203	390
22.228	482	22.254	404
22.279	481	22.304	421
22.330	481	22.355	440
22.380	480	22.406	462
22.431	480	22.457	483
22.481	481	22.507	503
22.533	481	22.558	523
22.583	482	22.608	539
22.634	483	22.660	551
22.684	484	22.710	559
22.735	486	22.761	563
22.786	487	22.811	561
22.837	489	22.862	555
22.887	490	22.912	544
22.938	492	22.964	530
22.988	493	23.014	513
23.039	494	23.065	493
23.090	494	23.115	472
23.141	494	23.166	451
23.191	493	23.217	431
23.242	493	23.268	413
23.292	491	23.318	399
23.344	489	23.369	387
23.394	487	23.419	381
23.445	484	23.471	379
23.495	482	23.521	382
23.546	479	23.572	389
23.597	477	23.622	401
23.648	475	23.673	416
23.698	474	23.724	433
23.749	472	23.775	454
23.799	472	23.825	473
23.850	472	23.876	495
23.901	473	23.926	513
23.952	475	23.977	530
24.003	477	24.028	543
24.053	480	24.079	553
24.104	484	24.129	558
24.155	487	24.180	558
24.206	489	24.230	554
24.256	494	24.282	546
24.307	496	24.332	534
24.357	499	24.383	518
24.409	500	24.433	500
24.459	502	24.484	480
24.510	502	24.535	461
24.560	501	24.586	441
24.611	500	24.636	423
24.661	497	24.687	407
24.713	494	24.737	396
24.763	490	24.788	387
24.814	486	24.839	384
24.864	482	24.890	384
24.915	478	24.940	390
24.966	474	24.991	399
25.017	471	25.041	412
25.067	468	25.093	428
25.118	465	25.143	446
25.168	465	25.194	466
25.220	464	25.244	484
25.270	465	25.295	503
25.321	468	25.346	520
25.371	471	25.397	534
25.422	475	25.447	544
25.472	479	25.498	551
25.524	484	25.548	553
25.574	490	25.599	551
25.625	495	25.650	545
25.675	499	25.701	535
25.726	503	25.751	522
25.777	506	25.802	506
25.828	508	25.852	488
25.878	509	25.904	469
25.929	509	25.954	451
25.979	507	26.005	433
26.031	505	26.055	417
26.081	500	26.106	405
26.132	496	26.157	395
26.182	490	26.208	390
26.233	484	26.258	389
26.284	478	26.309	393
26.335	473	26.359	399
26.385	467	26.410	410
26.436	464	26.461	423
26.486	460	26.512	440
26.537	458	26.562	457
26.588	458	26.613	476
26.639	458	26.663	493
26.689	461	26.715	510
26.740	464	26.765	524
26.790	469	26.816	535
26.842	474	26.866	542
26.892	481	26.917	547
26.943	487	26.968	547
26.993	494	27.019	543
27.044	500	27.070	535
27.095	506	27.120	524
27.146	510	27.171	510
27.196	514	27.221	494
27.247	516	27.273	477
27.297	515	27.323	459
27.348	515	27.374	442
27.399	511	27.424	428
27.450	507	27.475	414
27.500	501	27.526	405
27.551	495	27.577	398
27.601	488	27.627	396
27.653	480	27.678	396
27.703	473	27.728	402
27.754	466	27.780	409
27.804	460	27.830	422
27.855	456	27.881	435
27.906	452	27.931	452
27.957	451	27.982	468
28.007	452	28.032	484
28.058	453	28.084	500
28.108	457	28.134	514
28.159	462	28.185	526
28.210	469	28.235	534
28.261	476	28.286	539
28.311	484	28.337	541
28.362	492	28.388	539
28.412	500	28.438	533
28.464	507	28.489	525
28.514	513	28.539	512
28.565	518	28.591	499
28.615	521	28.641	483
28.666	522	28.692	468
28.717	521	28.742	451
28.768	518	28.793	437
28.818	514	28.844	425
28.869	507	28.895	414
28.919	500	28.945	406
28.970	492	28.996	403
29.021	484	29.046	403
29.072	475	29.097	405
29.122	467	29.148	412
29.173	459	29.199	421
29.223	453	29.249	432
29.275	448	29.300	447
29.325	446	29.350	462
29.376	445	29.402	476
29.426	447	29.452	491
29.477	451	29.503	504
29.528	456	29.553	516
29.579	462	29.604	525
29.629	471	29.655	532
29.680	479	29.706	535
29.730	489	29.756	533
29.781	498	29.807	530
29.832	507	29.857	522
29.883	514	29.908	513
29.933	521	29.959	502
29.984	525	30.010	488
30.034	527	30.060	474
30.086	527	30.111	460
30.136	525	30.161	446
30.187	521	30.213	434
30.237	514	30.263	424
30.288	507	30.314	415
30.339	497	30.364	411
30.390	488	30.415	409
30.440	478	30.466	411
30.491	468	30.517	415
30.541	460	30.567	422
30.592	452	30.618	432
30.643	446	30.668	444
30.694	442	30.719	456
30.744	440	30.770	470
30.795	441	30.821	483
30.845	444	30.871	496
30.897	449	30.922	507
30.947	456	30.972	515
30.998	465	31.024	523
31.048	474	31.074	526
31.099	484	31.125	527
31.150	495	31.175	525
31.201	505	31.226	520
31.251	514	31.277	512
31.302	522	31.328	503
31.352	527	31.378	491
31.404	530	31.429	479
31.454	532	31.479	466
31.505	530	31.530	454
31.555	527	31.581	443
31.606	521	31.632	433
31.656	513	31.682	425
31.708	503	31.733	419
31.758	493	31.783	417
31.809	482	31.835	417
31.859	471	31.885	420
31.910	461	31.936	425
31.961	452	31.986	433
32.012	445	32.037	442
32.062	440	32.088	453
32.113	437	32.139	465
32.163	437	32.189	476
32.215	438	32.240	487
32.265	443	32.290	498
32.316	450	32.341	506
32.366	459	32.392	513
32.417	468	32.443	518
32.467	479	32.493	519
32.519	491	32.544	518
32.569	502	32.594	515
32.620	512	32.646	509
32.670	521	32.696	502
32.721	528	32.747	492
32.772	533	32.797	483
32.823	535	32.848	472
32.873	534	32.899	462
32.924	532	32.950	451
32.974	526	33.000	442
33.026	519	33.051	434
33.076	509	33.101	429
33.127	498	33.152	425
33.177	487	33.203	425
33.228	475	33.254	426
33.278	464	33.304	430
33.330	454	33.355	435
33.380	446	33.405	442
33.431	439	33.457	452
33.481	435	33.507	461
33.532	433	33.558	471
33.583	434	33.608	481
33.634	438	33.659	490
33.684	444	33.710	498
33.735	452	33.761	505
33.785	463	33.811	508
33.837	474	33.862	511
33.887	486	33.912	512
33.938	498	33.964	509
33.988	508	34.014	505
34.039	519	34.065	499
34.089	528	34.115	493
34.141	534	34.166	484
34.191	537	34.216	475
34.242	538	34.268	466
34.292	536	34.318	458
34.343	531	34.369	450
34.394	525	34.419	443
34.445	515	34.470	438
34.495	504	34.521	435
34.546	492	34.572	433
34.596	480	34.622	434
34.648	468	34.673	435
34.698	457	34.723	440
34.749	447	34.775	445
34.799	439	34.825	452
34.850	434	34.876	460
34.900	431	34.926	467
34.952	431	34.977	475
35.002	434	35.027	483
35.053	439	35.079	490
35.103	447	35.129	495
35.154	457	35.180	499
35.205	468	35.230	502
35.256	481	35.281	503
35.306	493	35.332	502
35.357	505	35.383	499
35.407	516	35.433	496
35.459	526	35.484	490
35.509	533	35.534	485
35.560	538	35.586	477
35.610	540	35.636	471
35.661	539	35.687	463
35.711	535	35.737	458
35.763	529	35.788	451
35.813	520	35.838	447
35.864	510	35.890	443
35.914	498	35.940	442
35.965	485	35.991	441
36.017	473	36.041	443
36.067	461	36.092	445
36.118	450	36.143	449
36.168	441	36.194	454
36.219	434	36.244	459
36.270	431	36.295	465
36.321	429	36.345	471
36.371	431	36.397	477
36.422	435	36.447	482
36.472	443	36.498	487
36.524	452	36.548	491
36.574	463	36.599	494
36.625	475	36.649	494
36.675	487	36.701	494
36.726	500	36.751	493
36.776	512	36.802	491
36.828	522	36.852	487
36.878	531	36.903	483
36.929	537	36.954	478
36.979	540	37.005	473
37.030	540	37.055	468
37.081	538	37.106	463
37.132	533	37.156	458
37.182	525	37.208	454
37.233	515	37.258	452
37.283	504	37.309	450
37.335	491	37.359	449
37.385	477	37.410	450
37.436	466	37.460	451
37.486	454	37.512	454
37.537	444	37.562	457
37.587	436	37.613	461
37.639	431	37.663	464
37.689	428	37.714	469
37.740	429	37.765	473
37.790	432	37.816	477
37.841	439	37.866	480
37.892	447	37.917	483
37.943	458	37.967	485
37.993	470	38.019	486
38.044	482	38.069	486
38.094	495	38.120	486
38.146	507	38.170	484
38.196	519	38.221	482
38.247	528	38.271	480
38.297	535	38.323	477
38.348	539	38.373	474
38.398	542	38.424	470
38.450	540	38.474	467
38.500	536	38.525	464
38.551	529	38.576	462
38.601	520	38.627	460
38.652	509	38.677	458
38.703	496	38.728	458
38.754	483	38.778	458
38.804	470	38.830	459
38.855	459	38.880	459
38.905	448	38.931	462
38.957	439	38.981	463
39.007	433	39.032	466
39.058	429	39.082	468
39.108	429	39.134	470
39.159	431	39.185	472
39.209	436	39.235	475
39.261	443	39.286	476
39.311	453	39.336	477
39.362	464	39.388	478
39.412	476	39.438	478
39.463	489	39.489	478
39.514	502	39.539	477
39.565	514	39.590	477
39.615	524	39.641	475
39.666	531	39.692	474
39.716	538	39.742	472
39.768	540	39.793	472
39.818	541	39.843	470
39.869	538	39.895	469
39.919	532	39.945	468
39.970	524	39.996	466
40.020	513	40.046	466
40.072	501	40.097	466
40.122	489	40.147	466
40.173	476	40.199	466
40.223	464	40.249	467
40.274	453	40.300	467
40.325	443	40.350	468
40.376	436	40.401	469
40.426	431	40.452	469
40.477	429	40.503	469
40.527	430	40.553	470
40.579	434	40.604	470
40.629	440	40.654	470
40.680	449	40.706	471
40.730	460	40.756	470
40.781	471	40.807	470
40.831	484	40.857	470
40.883	496	40.908	471
40.933	508	40.958	470
40.984	519	41.010	470
41.034	528	41.060	470
41.085	534	41.111	470
41.136	538	41.161	470
41.187	540	41.212	471
41.237	538	41.263	471
41.288	533	41.314	470
41.338	526	41.364	471
41.390	517	41.415	472
41.440	506	41.465	472
41.491	494	41.517	472
41.541	482	41.567	472
41.592	470	41.618	471
41.642	458	41.668	472
41.694	448	41.719	471
41.744	440	41.769	471
41.795	434	41.821	469
41.845	432	41.871	470
41.896	431	41.922	469
41.947	434	41.972	468
41.998	439	42.023	468
42.048	446	42.074	467
42.099	456	42.125	467
42.149	467	42.175	466
42.201	479	42.226	467
42.251	491	42.276	467
42.302	503	42.328	468
42.352	514	42.378	468
42.403	524	42.429	469
42.453	530	42.479	470
42.505	535	42.530	470
42.555	538	42.580	471
42.606	537	42.632	473
42.656	534	42.682	473
42.707	528	42.733	474
42.758	520	42.783	475
42.809	510	42.834	474
42.860	499	42.885	475
42.910	486	42.936	474
42.961	475	42.986	474
43.012	464	43.037	473
43.063	453	43.087	473
43.113	445	43.139	471
43.164	438	43.189	471
43.214	434	43.240	469
43.266	433	43.290	468
43.316	434	43.341	466
43.367	438	43.391	466
43.417	444	43.443	465
43.468	453	43.493	464
43.518	463	43.544	464
43.570	474	43.594	464
43.620	486	43.645	465
43.671	497	43.696	466
43.721	509	43.747	466
43.772	518	43.797	467
43.823	526	43.848	469
43.874	532	43.898	470
43.924	535	43.950	472
43.975	535	44.000	473
44.025	534	44.051	474
44.077	529	44.101	476
44.127	522	44.152	476
44.178	513	44.202	477
44.228	503	44.254	477
44.279	491	44.304	477
44.329	480	44.355	476
44.381	469	44.405	476
44.431	458	44.456	475
44.482	449	44.507	473
44.532	442	44.558	471
44.583	437	44.608	470
44.634	435	44.659	468
44.685	435	44.709	466
44.735	438	44.761	465
44.786	443	44.811	464
44.836	450	44.862	463
44.888	459	44.912	462
44.938	470	44.963	462
44.989	481	45.013	462
45.039	492	45.065	464
45.090	503	45.115	464
45.140	513	45.166	466
45.192	522	45.216	467
45.242	528	45.267	469
45.293	532	45.318	471
45.343	533	45.369	473
45.394	532	45.419	475
45.445	529	45.470	476
45.496	524	45.520	478
45.546	515	45.572	478
45.597	506	45.622	479
45.647	496	45.673	479
45.699	484	45.723	479
45.749	474	45.774	478
45.800	463	45.824	476
45.850	454	45.876	475
45.901	447	45.927	473
45.951	441	45.977	471
46.003	438	46.028	469
46.053	437	46.078	467
46.104	438	46.130	464
46.154	443	46.180	464
46.205	448	46.231	461
46.256	457	46.281	461
46.307	466	46.332	460
46.357	476	46.383	461
46.408	487	46.434	461
46.458	498	46.484	463
46.510	508	46.535	464
46.560	517	46.585	465
46.611	523	46.637	468
46.661	528	46.687	470
46.712	531	46.738	472
46.762	531	46.788	475
46.814	529	46.839	477
46.864	524	46.889	478
46.915	517	46.941	480
46.965	509	46.991	481
47.016	500	47.042	481
47.067	489	47.092	481
47.118	479	47.143	480
47.168	469	47.194	479
47.219	459	47.245	476
47.269	451	47.295	475
47.321	445	47.346	472
47.371	441	47.396	470
47.422	439	47.448	467
47.472	440	47.498	465
47.523	443	47.549	462
47.573	448	47.599	461
47.625	454	47.650	460
47.675	463	47.700	459
47.726	473	47.752	459
47.776	483	47.802	460
47.827	493	47.853	461
47.878	502	47.903	462
47.929	511	47.954	464
47.979	519	48.005	466
48.030	524	48.056	469
48.080	528	48.106	472
48.132	529	48.157	474
48.182	527	48.207	476
48.233	524	48.259	478
48.283	519	48.309	480
48.334	512	48.360	482
48.384	503	48.410	482
48.436	494	48.461	482
48.486	483	48.511	482
48.537	474	48.563	480
48.587	464	48.613	479
48.638	456	48.664	476
48.689	449	48.714	474
48.740	445	48.765	471
48.790	442	48.816	469
48.841	442	48.867	466
48.891	443	48.917	463
48.943	448	48.968	461
48.993	453	49.018	459
49.044	461	49.070	458
49.094	469	49.120	458
49.145	478	49.171	458
49.196	488	49.221	459
49.247	497	49.272	460
49.297	506	49.322	462
49.348	514	49.374	465
49.398	520	49.424	467
49.449	524	49.475	471
49.500	526	49.525	473
49.551	526	49.576	476
49.601	523	49.627	479
49.652	519	49.678	481
49.702	513	49.728	482
49.754	505	49.779	483
49.804	496	49.829	484
49.855	487	49.881	483
49.905	478	49.931	482
49.956	469	49.982	480
50.007	461	50.032	478
50.058	454	50.083	475
50.108	449	50.133	473
50.159	446	50.185	470
50.209	444	50.235	466
50.260	445	50.286	464
50.311	448	50.336	461
50.362	453	50.387	459
50.413	459	50.438	457
50.463	466	50.489	457
50.514	475	50.539	456
50.565	484	50.590	457
50.616	493	50.640	458
50.666	501	50.692	461
50.717	509	50.742	463
50.767	515	50.793	466
50.819	520	50.843	468
50.869	522	50.894	472
50.920	523	50.944	475
50.970	521	50.996	478
51.021	519	51.046	480
51.071	514	51.097	482
51.123	507	51.147	483
51.173	499	51.198	484
51.224	491	51.249	484
51.274	482	51.300	484
51.325	473	51.350	482
51.376	465	51.401	479
51.427	459	51.451	477
51.477	453	51.503	474
51.528	450	51.553	471
51.578	447	51.604	468
51.630	447	51.654	465
51.680	448	51.705	462
51.731	453	51.756	459
51.781	458	51.807	458
51.832	464	51.857	456
51.882	472	51.908	456
51.934	480	51.958	456
51.984	489	52.009	458
52.035	497	52.060	459
52.085	505	52.111	462
52.136	511	52.161	464
52.187	516	52.212	467
52.238	519	52.262	470
52.288	520	52.314	474
52.339	520	52.364	477
52.389	518	52.415	479
52.441	514	52.465	482
52.491	508	52.516	484
52.542	501	52.567	485
52.592	494	52.618	485
52.643	485	52.668	485
52.693	478	52.719	483
52.745	470	52.769	481
52.795	463	52.820	479
52.846	458	52.871	476
52.896	453	52.922	472
52.947	451	52.972	470
52.998	450	53.023	466
53.049	450	53.073	463
53.099	453	53.125	460
53.150	458	53.175	458
53.200	463	53.226	456
53.252	470	53.276	455
53.302	477	53.327	455
53.353	485	53.378	456
53.403	493	53.429	458
53.454	500	53.480	460
53.504	506	53.530	463
53.556	512	53.581	466
53.606	515	53.631	469
53.657	517	53.683	472
53.707	518	53.733	475
53.758	516	53.784	479
53.809	513	53.834	481
53.860	508	53.885	484
53.910	503	53.936	485
53.961	496	53.987	486
54.011	488	54.037	485
54.063	481	54.088	484
54.113	474	54.138	482
54.164	468	54.190	480
54.214	462	54.240	477
54.265	457	54.291	474
54.316	454	54.341	471
54.367	452	54.392	467
54.417	452	54.442	464
54.468	454	54.494	461
54.518	458	54.544	458
54.569	463	54.595	456
54.620	468	54.645	455
54.671	475	54.696	455
54.721	482	54.747	456
54.772	489	54.798	457
54.822	496	54.848	459
54.874	501	54.899	461
54.924	507	54.949	464
54.975	511	55.001	468
55.025	514	55.051	471
55.076	515	55.102	475
55.127	514	55.152	478
55.178	512	55.203	480
55.228	509	55.253	483
55.279	503	55.305	484
55.329	498	55.355	486
55.380	491	55.406	486
55.431	484	55.456	485
55.482	478	55.507	484
55.532	471	55.558	481
55.583	465	55.609	479
55.633	461	55.659	475
55.685	457	55.710	472
55.735	455	55.760	469
55.786	455	55.812	465
55.836	456	55.862	462
55.887	459	55.913	459
55.938	462	55.963	457
55.989	467	56.014	456
56.039	473	56.064	455
56.090	480	56.116	455
56.140	486	56.166	457
56.191	492	56.217	458
56.242	498	56.267	460
56.293	504	56.318	463
56.343	507	56.369	466
56.394	510	56.420	470
56.444	512	56.470	473
56.496	512	56.521	477
56.546	511	56.571	480
56.597	508	56.623	482
56.647	504	56.673	483
56.698	499	56.724	485
56.749	493	56.774	486
56.800	487	56.825	485
56.850	481	56.876	485
56.901	475	56.927	482
56.951	469	56.977	479
57.002	465	57.028	476
57.053	461	57.078	474
57.104	459	57.129	470
57.155	457	57.180	467
57.205	458	57.231	463
57.256	460	57.281	461
57.307	462	57.332	458
57.358	467	57.382	457
57.408	471	57.434	455
57.459	477	57.484	456
57.509	483	57.535	455
57.561	489	57.585	457
57.611	494	57.636	459
57.662	500	57.687	463
57.712	503	57.738	465
57.763	507	57.788	468
57.813	509	57.839	472
57.865	510	57.889	475
57.915	509	57.940	478
57.966	507	57.991	480
58.016	504	58.042	483
58.067	499	58.092	484
58.118	495	58.143	485
58.169	489	58.193	485
58.219	484	58.245	485
58.270	478	58.295	483
58.320	473	58.346	481
58.372	468	58.396	477
58.422	465	58.447	475
