#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.155	431	57.179	487
57.205	433	57.230	488
57.256	435	57.281	487
57.306	438	57.332	487
57.357	441	57.382	488
57.408	446	57.433	487
57.459	450	57.483	487
57.509	455	57.535	487
57.560	459	57.585	488
57.610	463	57.636	488
57.662	466	57.686	487
57.712	469	57.737	487
57.763	470	57.787	488
57.813	471	57.839	487
57.864	470	57.889	488
57.914	469	57.940	487
57.966	466	57.990	487
58.016	463	58.041	488
58.067	459	58.092	488
58.117	455	58.143	488
58.168	451	58.193	487
58.219	446	58.244	488
58.270	442	58.294	488
58.320	439	58.346	488
58.371	436	58.396	487
58.421	433	58.447	488
58.473	432	58.497	487
58.523	432	58.548	488
58.574	432	58.598	487
58.624	434	58.650	488
58.675	436	58.700	488
58.725	440	58.751	488
58.777	443	58.801	487
58.827	447	58.852	487
58.878	451	58.903	488
58.928	455	58.954	487
58.979	459	59.004	488
59.030	463	59.055	487
59.081	465	59.105	488
59.131	467	59.157	487
59.182	469	59.207	488
59.232	469	59.258	488
59.284	469	59.308	488
59.334	466	59.359	487
59.385	465	59.409	487
59.435	462	59.461	488
59.486	458	59.512	488
59.536	454	59.562	487
59.588	450	59.613	487
59.638	446	59.663	487
59.689	442	59.715	487
59.739	439	59.765	488
59.790	437	59.816	487
59.841	435	59.866	488
59.892	433	59.917	487
59.942	433	59.968	488
59.993	434	60.019	487
60.043	436	60.069	488
60.095	438	60.120	488
60.145	441	60.170	487
60.196	444	60.222	488
60.246	448	60.272	487
60.297	452	60.323	488
60.347	455	60.373	487
60.399	459	60.424	488
60.449	462	60.474	488
60.500	464	60.526	487
