#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.104	484	57.129	555
57.155	480	57.180	545
57.205	476	57.231	529
57.256	473	57.281	511
57.307	470	57.332	491
57.358	469	57.382	470
57.408	468	57.434	450
57.459	467	57.484	430
57.509	467	57.535	413
57.561	468	57.585	399
57.611	470	57.636	388
57.662	472	57.686	382
57.712	475	57.738	381
57.763	478	57.788	385
57.813	480	57.839	393
57.865	483	57.889	405
57.915	486	57.940	421
57.966	488	57.991	440
58.016	491	58.042	460
58.067	492	58.092	481
58.118	493	58.143	501
58.169	493	58.193	520
58.219	493	58.245	536
58.270	493	58.295	549
58.320	492	58.346	557
58.372	491	58.396	562
58.422	489	58.447	562
58.473	487	58.497	557
58.523	485	58.549	549
58.574	483	58.599	535
58.624	482	58.650	519
58.676	480	58.700	500
58.726	479	58.751	480
58.777	478	58.802	460
58.827	476	58.853	440
58.878	476	58.903	422
58.929	475	58.954	407
58.980	476	59.004	394
59.030	476	59.056	387
59.081	476	59.106	384
59.131	477	59.157	385
59.183	478	59.207	391
59.233	479	59.258	401
59.284	479	59.308	415
59.334	480	59.360	432
59.385	481	59.410	451
59.435	483	59.461	471
59.487	484	59.511	491
59.537	484	59.562	510
59.588	485	59.613	527
59.638	485	59.664	541
59.689	486	59.714	552
59.740	487	59.765	558
59.791	488	59.816	560
59.841	488	59.867	557
59.892	488	59.918	549
59.942	488	59.968	540
59.994	488	60.019	524
60.044	487	60.069	508
60.095	487	60.121	488
60.145	486	60.171	469
60.196	485	60.222	449
60.246	484	60.272	432
60.298	483	60.323	415
60.348	482	60.373	402
60.399	480	60.425	393
60.449	479	60.475	388
60.500	478	60.526	387
60.551	477	60.576	391
60.602	476	60.627	399
60.652	475	60.678	411
60.703	474	60.729	426
60.753	474	60.779	444
