#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
20.352	484	20.378	561
20.403	482	20.429	559
20.453	480	20.479	553
20.504	479	20.530	543
20.555	479	20.580	529
20.606	479	20.631	511
20.657	480	20.682	491
20.707	482	20.733	471
20.758	483	20.783	449
20.809	485	20.834	430
20.860	487	20.884	410
20.910	489	20.936	396
20.961	491	20.986	384
21.011	493	21.037	377
21.063	494	21.087	375
21.113	494	21.138	378
21.164	494	21.189	385
21.214	494	21.240	396
21.265	494	21.290	411
21.315	493	21.341	430
21.367	491	21.391	449
21.417	489	21.442	470
21.468	488	21.493	491
21.518	486	21.544	510
21.569	485	21.594	527
21.620	483	21.645	541
21.671	483	21.695	551
21.721	482	21.747	556
21.772	483	21.797	557
21.822	483	21.848	553
21.874	484	21.898	545
21.924	486	21.949	532
21.975	487	22.000	517
22.025	488	22.051	498
22.076	491	22.101	478
22.126	492	22.152	458
22.178	494	22.202	438
22.228	495	22.253	420
22.279	495	22.304	404
22.329	496	22.355	391
22.380	495	22.405	383
22.431	495	22.456	379
22.482	493	22.506	379
22.532	492	22.558	385
22.583	489	22.608	394
22.633	487	22.659	407
22.685	485	22.709	424
22.735	483	22.760	442
22.786	481	22.811	462
22.836	479	22.862	482
22.887	478	22.912	501
22.938	478	22.963	518
22.989	478	23.013	534
23.039	478	23.064	544
23.090	480	23.115	551
23.140	482	23.166	553
23.191	485	23.216	552
23.242	487	23.267	545
23.293	490	23.317	535
23.343	492	23.369	521
23.394	496	23.419	504
23.444	498	23.470	486
23.496	500	23.520	466
23.546	501	23.571	448
23.597	502	23.622	429
23.647	502	23.673	413
23.698	501	23.724	399
23.749	499	23.774	390
23.800	496	23.825	384
23.850	494	23.875	383
23.901	490	23.927	386
23.951	487	23.977	394
24.002	483	24.028	406
24.053	479	24.078	419
24.104	476	24.129	437
24.154	474	24.180	454
24.205	472	24.231	474
24.255	471	24.281	492
24.307	471	24.332	510
24.357	472	24.382	524
24.408	474	24.434	536
24.458	476	24.484	544
24.509	480	24.535	549
24.560	484	24.585	548
24.611	488	24.636	544
24.661	492	24.686	536
24.712	497	24.738	524
24.762	501	24.788	509
24.813	504	24.839	492
24.864	507	24.889	474
24.915	508	24.940	456
24.965	508	24.991	438
25.016	508	25.042	422
25.066	506	25.092	408
25.118	503	25.143	397
25.168	500	25.193	391
25.219	495	25.245	388
25.269	491	25.295	389
25.320	486	25.346	395
25.371	480	25.396	404
25.422	475	25.447	417
25.472	471	25.498	432
25.523	468	25.549	449
25.573	466	25.599	466
25.624	464	25.650	484
25.675	465	25.700	500
25.726	466	25.751	516
25.776	468	25.802	528
25.827	472	25.853	537
25.877	477	25.903	542
25.929	482	25.954	543
25.979	488	26.004	541
26.030	494	26.056	534
26.080	499	26.106	525
26.131	505	26.157	512
26.182	509	26.207	497
26.233	512	26.258	480
26.283	515	26.309	463
26.334	515	26.360	446
26.384	514	26.410	431
26.435	513	26.461	417
26.486	509	26.511	406
26.537	504	26.562	398
26.587	498	26.613	395
26.638	492	26.664	394
26.688	486	26.714	398
26.740	479	26.765	405
26.790	473	26.815	415
26.841	468	26.867	428
26.891	463	26.917	443
26.942	460	26.968	459
26.993	458	27.018	476
27.044	458	27.069	493
27.094	459	27.120	507
27.145	463	27.171	519
27.195	467	27.221	529
27.246	473	27.272	535
27.297	479	27.322	538
27.348	486	27.373	537
27.398	493	27.424	532
27.449	500	27.475	524
27.499	507	27.525	514
27.551	512	27.576	500
27.601	517	27.626	486
27.652	519	27.678	470
27.702	521	27.728	455
27.753	520	27.779	440
27.804	519	27.829	427
27.855	514	27.880	415
27.905	509	27.931	407
27.956	502	27.982	401
28.006	495	28.032	400
28.058	487	28.083	402
28.108	480	28.133	407
28.159	472	28.184	415
28.209	465	28.235	427
28.260	460	28.286	440
28.310	455	28.336	454
28.362	453	28.387	469
28.412	453	28.437	484
28.463	454	28.489	498
28.513	456	28.539	510
28.564	461	28.590	520
28.615	468	28.640	527
28.666	475	28.691	531
28.716	483	28.742	531
28.767	491	28.793	529
28.817	499	28.843	522
28.869	508	28.894	513
28.919	515	28.944	503
28.970	520	28.995	490
29.020	524	29.046	475
29.071	526	29.097	461
29.121	526	29.147	448
29.173	524	29.198	434
29.223	520	29.248	424
29.274	514	29.300	415
29.324	507	29.350	410
29.375	499	29.401	407
29.426	490	29.451	408
29.477	481	29.502	411
29.527	473	29.553	418
29.578	464	29.604	427
29.628	458	29.654	438
29.680	453	29.705	451
29.730	449	29.755	464
29.781	448	29.806	478
29.831	448	29.857	490
29.882	452	29.908	502
29.932	456	29.958	511
29.984	463	30.009	519
30.034	470	30.059	523
30.085	479	30.111	525
30.135	488	30.161	523
30.186	498	30.212	519
30.237	507	30.262	512
30.288	515	30.313	503
30.338	522	30.364	492
30.389	527	30.415	479
30.439	530	30.465	467
30.491	531	30.516	455
30.541	529	30.566	443
30.592	525	30.618	433
30.642	520	30.668	424
30.693	512	30.719	418
30.743	504	30.769	415
30.795	494	30.820	414
30.845	484	30.870	416
30.896	474	30.922	421
30.946	465	30.972	428
30.997	457	31.023	438
31.048	451	31.073	448
31.099	446	31.124	460
31.149	443	31.175	471
31.200	444	31.226	483
31.250	446	31.276	493
31.302	450	31.327	503
31.352	457	31.377	510
31.403	465	31.429	515
31.453	474	31.479	517
31.504	485	31.530	517
31.554	495	31.580	515
31.606	505	31.631	509
31.656	514	31.681	502
31.707	522	31.733	492
31.757	528	31.783	482
31.808	533	31.834	471
31.859	534	31.884	461
31.910	534	31.935	450
31.960	531	31.986	441
32.011	525	32.037	432
32.061	518	32.087	427
32.113	509	32.138	423
32.163	499	32.188	422
32.214	487	32.240	423
32.264	477	32.290	426
32.315	467	32.341	432
32.365	458	32.391	439
32.417	449	32.442	448
32.467	445	32.492	457
32.518	441	32.544	467
32.568	440	32.594	477
32.619	442	32.645	487
32.670	446	32.695	494
32.721	452	32.746	501
32.771	460	32.797	506
32.822	470	32.848	509
32.872	480	32.898	509
32.924	491	32.949	509
32.974	502	32.999	504
33.025	513	33.051	498
33.075	522	33.101	492
33.126	529	33.152	483
33.176	534	33.202	475
33.228	537	33.253	465
33.279	537	33.303	456
33.329	534	33.355	448
33.380	530	33.405	441
33.430	523	33.456	435
33.482	514	33.506	431
33.532	503	33.557	429
33.583	492	33.608	429
33.633	480	33.659	432
33.684	469	33.709	436
33.735	459	33.760	441
33.786	451	33.810	448
33.836	444	33.862	456
33.887	440	33.912	464
33.937	437	33.963	472
33.989	439	34.013	480
34.039	442	34.064	487
34.090	447	34.114	494
34.140	455	34.166	498
34.191	465	34.216	501
34.241	476	34.267	501
34.293	487	34.317	501
34.343	499	34.368	498
34.394	510	34.419	495
34.444	520	34.470	489
34.495	528	34.520	483
34.546	535	34.571	475
34.597	538	34.621	468
34.647	539	34.673	461
34.698	537	34.723	454
34.748	533	34.774	448
34.800	527	34.824	443
34.850	518	34.875	440
34.901	508	34.925	438
34.951	496	34.977	437
35.002	485	35.027	438
35.052	473	35.078	441
35.104	462	35.128	445
35.154	453	35.179	451
35.205	445	35.230	456
35.255	439	35.281	463
35.306	436	35.331	469
35.357	435	35.382	476
35.408	438	35.432	481
35.458	444	35.484	487
35.509	451	35.534	490
35.559	460	35.585	493
35.611	470	35.635	494
35.661	482	35.686	494
35.712	494	35.736	492
35.762	506	35.788	490
35.813	517	35.838	485
35.863	526	35.889	481
35.915	533	35.939	475
35.965	538	35.990	470
36.016	541	36.041	465
36.066	540	36.092	459
36.117	537	36.142	454
36.168	531	36.193	450
36.219	523	36.244	447
36.269	512	36.295	445
36.320	501	36.346	445
36.370	490	36.396	446
36.422	478	36.447	447
36.472	466	36.497	450
36.523	456	36.549	454
36.573	447	36.599	458
36.624	440	36.650	462
36.674	436	36.700	468
36.726	435	36.751	472
36.776	436	36.801	477
36.827	440	36.853	480
36.877	447	36.903	483
36.928	456	36.954	485
36.979	466	37.004	486
37.030	477	37.055	486
37.080	490	37.106	485
37.131	501	37.157	484
37.181	513	37.207	481
37.233	523	37.258	477
37.283	531	37.308	474
37.334	537	37.360	470
37.384	540	37.410	467
37.435	541	37.461	463
37.485	539	37.511	460
37.537	534	37.562	457
37.587	526	37.612	455
37.638	517	37.664	453
37.688	506	37.714	453
37.739	494	37.765	453
37.790	482	37.815	455
37.841	470	37.866	456
37.891	459	37.917	459
37.942	450	37.968	460
37.992	442	38.018	464
38.044	437	38.069	467
38.094	435	38.119	470
38.145	435	38.171	472
38.195	438	38.221	475
38.246	444	38.272	476
38.296	452	38.322	478
38.348	462	38.373	479
38.398	473	38.423	478
38.449	484	38.475	478
38.499	497	38.525	477
38.550	508	38.576	476
38.601	519	38.626	474
38.652	528	38.677	472
38.702	535	38.728	469
38.753	539	38.779	468
38.803	541	38.829	465
38.855	540	38.880	464
38.905	536	38.930	462
38.956	529	38.982	462
39.006	521	39.032	461
39.057	510	39.083	461
39.107	499	39.133	461
39.159	487	39.184	462
39.209	475	39.234	463
39.260	464	39.286	464
39.310	454	39.336	465
39.361	446	39.387	466
39.412	439	39.437	468
39.463	436	39.488	469
39.514	435	39.539	470
39.564	437	39.590	471
39.615	442	39.640	471
39.666	449	39.691	471
39.717	458	39.741	471
39.767	468	39.793	472
39.818	480	39.843	470
39.868	492	39.894	471
39.920	504	39.944	469
39.970	515	39.995	469
40.021	524	40.045	468
40.071	531	40.097	468
40.122	536	40.147	467
40.172	540	40.198	467
40.224	539	40.248	466
40.274	537	40.299	467
40.325	531	40.350	467
40.375	524	40.401	467
40.426	514	40.451	468
40.477	503	40.502	468
40.528	492	40.552	468
40.578	480	40.604	468
40.629	468	40.654	468
40.679	458	40.705	468
40.731	449	40.755	469
40.781	443	40.806	469
40.832	438	40.856	469
40.882	436	40.908	468
40.933	438	40.958	467
40.983	441	41.009	467
41.035	447	41.059	467
41.085	455	41.110	466
41.136	465	41.161	466
41.186	475	41.212	465
41.237	487	41.262	465
41.288	498	41.313	466
41.339	510	41.363	465
41.389	519	41.415	466
41.440	528	41.465	466
41.490	533	41.516	467
41.542	537	41.566	468
41.592	538	41.617	469
41.643	536	41.667	469
41.693	533	41.719	470
41.744	526	41.769	471
41.794	517	41.820	471
41.846	507	41.870	472
41.896	496	41.921	471
41.947	485	41.972	472
41.997	473	42.023	471
42.048	463	42.073	471
42.099	454	42.124	470
42.150	447	42.174	469
42.200	441	42.226	468
42.251	439	42.276	467
42.301	438	42.327	466
42.353	441	42.377	465
42.403	445	42.428	465
42.454	453	42.478	463
42.504	461	42.530	463
42.555	472	42.581	463
42.605	482	42.631	463
42.657	493	42.682	463
42.707	505	42.732	464
42.758	515	42.784	464
42.808	523	42.834	466
42.859	530	42.885	467
42.910	534	42.935	468
42.961	536	42.986	469
43.011	535	43.037	471
43.062	532	43.088	472
43.112	527	43.138	472
43.164	519	43.189	473
43.214	510	43.239	473
43.265	500	43.291	474
43.315	489	43.341	474
43.366	478	43.392	474
43.416	468	43.442	472
43.468	458	43.493	472
43.518	451	43.543	470
43.569	445	43.595	469
43.619	441	43.645	467
43.670	440	43.696	466
43.721	441	43.746	465
43.772	445	43.797	463
43.822	451	43.848	462
43.873	458	43.899	461
43.923	468	43.949	461
43.975	478	44.000	460
44.025	489	44.050	461
44.076	499	44.102	462
44.126	509	44.152	463
44.177	518	44.203	464
44.227	525	44.253	466
44.279	530	44.304	467
44.329	534	44.354	469
44.380	534	44.406	471
44.430	532	44.456	472
44.481	527	44.507	474
44.532	521	44.557	474
44.583	513	44.608	476
44.633	504	44.659	476
44.684	494	44.710	477
44.734	483	44.760	475
44.786	473	44.811	475
44.836	464	44.861	473
44.887	455	44.913	472
44.937	449	44.963	470
44.988	445	45.014	468
45.038	442	45.064	466
45.090	443	45.115	464
45.140	445	45.165	462
45.191	450	45.217	461
45.241	456	45.267	460
45.292	465	45.318	459
45.343	474	45.368	459
45.394	484	45.419	460
45.444	495	45.470	460
45.495	504	45.521	461
45.545	514	45.571	463
45.597	521	45.622	465
45.647	527	45.672	467
45.698	530	45.724	469
45.748	531	45.774	471
45.799	531	45.825	472
45.850	528	45.875	474
45.901	522	45.926	476
45.951	516	45.976	477
46.002	507	46.028	477
46.052	497	46.078	478
46.103	487	46.129	477
46.154	478	46.179	476
46.205	468	46.230	475
46.255	460	46.281	473
46.306	453	46.332	471
46.356	448	46.382	469
46.408	445	46.433	467
46.458	444	46.483	465
46.509	446	46.535	463
46.559	449	46.585	461
46.610	455	46.636	459
46.661	462	46.686	459
46.712	471	46.737	458
46.762	480	46.787	458
46.813	490	46.839	459
46.863	499	46.889	460
46.914	508	46.940	461
46.965	516	46.990	463
47.016	522	47.041	465
47.067	527	47.092	467
47.117	529	47.143	470
47.168	529	47.193	472
47.219	526	47.244	474
47.270	523	47.294	476
47.320	517	47.346	478
47.371	510	47.396	478
47.421	501	47.447	479
47.473	492	47.497	479
47.523	482	47.548	478
47.574	473	47.598	476
47.624	465	47.650	474
47.675	458	47.700	472
47.725	452	47.751	470
47.777	448	47.801	468
47.827	447	47.852	465
47.878	447	47.903	463
47.928	450	47.954	460
47.979	454	48.004	459
48.030	461	48.055	457
48.081	468	48.105	457
48.131	477	48.157	456
48.182	486	48.207	458
48.232	495	48.258	458
48.284	504	48.308	460
48.334	511	48.359	462
48.385	518	48.410	464
48.435	523	48.461	467
48.486	526	48.511	469
48.536	527	48.562	471
48.588	526	48.612	474
48.638	523	48.663	477
48.689	518	48.714	478
48.739	511	48.765	479
48.790	504	48.815	480
48.841	495	48.866	480
48.892	485	48.916	479
48.942	478	48.968	478
48.993	469	49.018	476
49.043	463	49.069	474
49.095	456	49.119	471
49.145	452	49.170	469
49.196	449	49.221	466
49.246	450	49.272	463
49.297	451	49.322	461
49.347	455	49.373	459
49.399	460	49.423	457
49.449	466	49.474	456
49.500	474	49.525	456
49.550	482	49.576	456
49.601	491	49.626	457
49.652	499	49.677	458
49.703	507	49.727	461
49.753	514	49.779	463
49.804	519	49.829	465
49.854	523	49.880	468
49.906	524	49.930	471
49.956	524	49.981	474
50.007	522	50.032	476
50.057	518	50.083	478
50.108	512	50.134	479
50.158	506	50.184	481
50.210	498	50.235	480
50.260	490	50.285	480
50.311	481	50.337	479
50.361	474	50.387	478
50.412	466	50.438	476
50.463	460	50.488	473
50.514	456	50.539	470
50.564	453	50.590	467
50.615	452	50.641	464
50.665	452	50.691	462
50.717	455	50.742	459
50.767	459	50.792	458
50.818	465	50.844	456
50.868	472	50.894	455
50.919	479	50.945	455
50.970	487	50.995	456
51.021	495	51.046	457
51.071	503	51.096	459
51.122	509	51.148	461
51.172	515	51.198	464
51.223	519	51.249	466
51.274	521	51.299	470
51.325	522	51.350	473
51.375	520	51.401	475
51.426	517	51.452	477
51.476	513	51.502	480
51.528	507	51.553	481
51.578	500	51.603	482
51.629	492	51.655	481
51.679	485	51.705	480
51.730	478	51.756	479
51.781	471	51.806	477
51.832	464	51.857	474
51.882	460	51.907	472
51.933	456	51.959	469
51.983	455	52.009	465
52.034	454	52.060	462
52.085	456	52.110	460
52.136	459	52.161	458
52.186	464	52.212	457
52.237	470	52.263	455
52.287	477	52.313	455
52.339	484	52.364	455
52.389	491	52.414	456
52.440	498	52.466	458
52.490	505	52.516	459
52.541	511	52.567	462
52.592	515	52.617	466
52.643	518	52.668	469
52.693	519	52.718	472
52.744	518	52.770	474
52.794	516	52.820	477
52.845	513	52.871	479
52.896	508	52.921	481
52.947	502	52.972	481
52.997	495	53.023	481
53.048	488	53.074	481
53.098	481	53.124	480
53.150	474	53.175	478
53.200	469	53.225	475
53.251	463	53.277	473
53.301	460	53.327	470
53.352	457	53.378	467
53.403	457	53.428	464
53.454	458	53.479	461
53.504	460	53.530	458
53.555	464	53.581	457
53.605	469	53.631	455
53.656	475	53.682	455
53.707	480	53.732	455
53.758	488	53.783	456
53.809	495	53.834	456
53.859	501	53.885	459
53.910	506	53.935	462
53.961	511	53.986	464
54.012	514	54.036	468
54.062	517	54.088	470
54.113	516	54.138	474
54.163	516	54.189	476
54.215	512	54.239	478
54.265	508	54.290	480
54.316	503	54.341	481
54.366	497	54.392	481
54.417	491	54.442	481
54.467	484	54.493	480
54.519	478	54.543	478
54.569	472	54.594	477
54.620	467	54.645	474
54.670	463	54.696	471
54.721	461	54.746	468
54.772	460	54.797	465
54.823	460	54.847	462
54.873	461	54.899	460
54.924	464	54.949	457
54.974	468	55.000	456
55.026	474	55.050	455
55.076	479	55.101	455
55.127	485	55.152	456
55.177	492	55.203	456
55.228	498	55.253	458
55.278	503	55.304	460
55.330	508	55.354	463
55.380	511	55.405	466
55.431	513	55.456	469
55.481	514	55.507	472
55.532	513	55.557	476
55.583	511	55.608	477
55.634	508	55.658	480
55.684	504	55.710	481
55.735	499	55.760	481
55.785	493	55.811	482
55.837	487	55.861	481
55.887	481	55.912	480
55.938	476	55.963	478
55.988	470	56.014	475
56.039	467	56.064	472
56.090	464	56.115	469
56.141	462	56.165	466
56.191	461	56.216	464
56.242	462	56.267	461
56.292	465	56.318	459
56.343	468	56.368	457
56.394	472	56.419	456
56.445	478	56.469	455
56.495	483	56.521	455
56.546	489	56.571	457
56.596	494	56.622	457
56.648	499	56.672	460
56.698	504	56.723	462
56.749	507	56.774	465
56.799	510	56.825	468
56.850	511	56.876	472
56.901	511	56.926	474
56.952	510	56.977	477
57.002	508	57.027	478
57.053	505	57.079	480
57.103	500	57.129	481
57.154	495	57.180	481
57.205	489	57.230	480
57.256	484	57.281	480
57.306	479	57.332	478
57.357	474	57.383	476
57.407	470	57.433	473
57.459	467	57.484	470
57.509	465	57.534	467
57.560	464	57.586	464
57.610	464	57.636	462
57.661	465	57.687	460
57.712	469	57.737	458
57.763	472	57.788	456
57.813	477	57.838	455
57.864	481	57.890	456
57.914	486	57.940	456
57.965	491	57.991	458
58.016	496	58.041	459
58.067	501	58.092	462
58.117	504	58.143	464
58.168	507	58.194	467
58.218	509	58.244	470
58.270	509	58.295	473
58.320	508	58.345	475
58.371	507	58.397	477
58.421	504	58.447	479
