#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
5.653	357	5.678	487
5.704	371	5.728	487
5.754	390	5.780	487
5.805	412	5.830	487
5.855	435	5.881	487
5.907	460	5.931	487
5.957	484	5.982	488
6.008	506	6.032	488
6.058	526	6.084	488
6.109	541	6.134	487
6.159	553	6.185	488
6.211	558	6.235	487
6.261	559	6.286	488
6.312	554	6.337	487
6.362	544	6.388	487
6.413	530	6.438	487
6.464	512	6.489	487
6.515	491	6.539	487
6.565	467	6.591	487
6.616	444	6.641	487
6.666	420	6.692	487
6.718	399	6.742	487
6.768	381	6.793	487
6.819	366	6.843	487
6.869	355	6.895	487
6.920	349	6.945	487
6.970	349	6.996	488
7.022	353	7.046	488
7.072	363	7.097	487
7.123	376	7.148	486
7.173	394	7.199	487
7.224	415	7.249	487
7.275	437	7.300	487
7.326	460	7.350	487
7.376	483	7.402	487
7.427	504	7.452	488
7.477	523	7.503	487
7.529	538	7.553	487
7.579	548	7.604	487
7.630	554	7.654	487
7.680	554	7.706	487
7.731	550	7.757	488
7.781	539	7.807	488
7.833	526	7.858	488
7.883	508	7.908	487
7.934	488	7.960	487
7.984	465	8.010	487
8.035	443	8.061	487
8.086	421	8.111	487
8.137	400	8.162	487
8.187	383	8.213	487
8.238	368	8.264	487
8.288	358	8.314	487
8.340	354	8.365	487
8.390	354	8.415	487
8.441	359	8.467	487
8.491	368	8.517	488
8.542	381	8.568	487
8.592	398	8.618	487
8.644	418	8.669	487
8.694	440	8.719	487
8.745	462	8.771	487
8.795	483	8.821	487
8.846	503	8.872	487
8.897	521	8.922	487
8.948	534	8.973	488
8.998	544	9.024	487
9.049	549	9.075	487
9.099	549	9.125	487
9.151	544	9.176	487
9.201	535	9.226	487
9.252	522	9.278	487
9.302	505	9.328	487
9.353	485	9.379	488
9.403	464	9.429	488
9.455	442	9.480	487
9.505	421	9.530	488
9.556	402	9.582	487
9.606	385	9.632	487
9.657	372	9.683	487
9.708	362	9.733	488
9.759	357	9.784	487
9.809	358	9.835	487
9.860	363	9.886	487
9.910	372	9.936	487
9.962	385	9.987	487
10.012	402	10.037	487
10.063	421	10.089	487
10.113	442	10.139	487
10.164	463	10.190	488
10.214	483	10.240	487
10.266	502	10.291	488
10.316	519	10.341	488
10.367	531	10.393	487
10.417	540	10.443	487
10.468	545	10.494	487
10.519	544	10.544	487
10.570	539	10.595	488
10.620	530	10.646	487
10.671	517	10.697	487
10.721	501	10.747	487
10.773	482	10.798	487
10.823	462	10.848	487
10.874	442	10.900	487
10.924	422	10.950	487
10.975	403	11.001	487
11.026	387	11.051	487
11.077	375	11.102	487
11.127	366	11.152	487
11.178	362	11.204	487
11.228	363	11.254	488
11.279	367	11.305	487
11.330	377	11.355	488
11.381	389	11.406	487
11.431	405	11.457	488
11.482	423	11.508	487
11.532	444	11.558	487
11.584	463	11.609	488
11.634	483	11.659	487
11.685	501	11.711	487
11.735	516	11.761	487
11.786	529	11.812	487
11.837	537	11.862	487
11.888	541	11.913	487
11.938	540	11.963	487
11.989	535	12.015	488
12.039	526	12.065	487
12.090	514	12.116	487
12.141	497	12.166	488
12.192	479	12.217	487
12.243	460	12.268	488
12.293	440	12.319	488
12.344	421	12.369	488
12.395	404	12.420	487
12.446	389	12.470	487
12.496	378	12.522	487
12.547	370	12.572	487
12.597	366	12.623	487
12.649	367	12.673	487
12.699	371	12.724	487
12.750	381	12.774	488
12.800	393	12.826	487
12.851	409	12.876	487
12.901	426	12.927	487
12.953	445	12.977	487
13.003	464	13.028	488
13.054	483	13.079	487
13.104	500	13.130	488
13.155	515	13.180	487
13.206	526	13.231	488
13.257	533	13.281	488
13.307	537	13.333	487
13.358	536	13.383	487
13.408	531	13.434	487
13.460	522	13.484	488
13.510	510	13.535	487
13.561	494	13.586	488
13.611	477	13.637	487
13.662	458	13.687	487
13.712	440	13.738	487
13.764	422	13.788	488
13.814	405	13.839	487
13.865	391	13.890	488
13.915	380	13.941	487
13.966	373	13.991	487
14.017	369	14.042	487
14.068	370	14.092	487
14.118	375	14.144	487
14.169	384	14.194	487
14.219	397	14.245	487
14.271	412	14.295	487
14.321	428	14.346	488
14.372	447	14.397	487
14.422	465	14.448	488
14.473	482	14.498	487
14.523	499	14.549	487
14.575	513	14.599	487
14.625	524	14.650	487
14.676	530	14.701	487
14.726	534	14.752	487
14.777	533	14.802	488
14.828	527	14.853	487
14.879	518	14.903	488
14.929	506	14.955	487
14.980	491	15.005	487
15.030	474	15.056	487
15.082	456	15.106	488
15.132	438	15.157	487
15.183	421	15.208	487
15.233	406	15.259	487
15.284	393	15.310	488
15.334	382	15.360	487
15.386	376	15.411	487
15.436	373	15.461	487
15.487	374	15.513	487
15.537	379	15.563	488
15.588	388	15.614	487
15.639	400	15.664	487
15.690	414	15.715	488
15.740	431	15.766	487
15.791	448	15.817	487
15.841	465	15.867	487
15.893	483	15.918	487
15.943	498	15.968	487
15.994	511	16.020	488
16.044	521	16.070	487
16.095	527	16.121	488
16.146	530	16.171	488
16.197	528	16.222	487
16.247	524	16.272	487
16.298	515	16.324	487
16.348	503	16.374	487
16.399	489	16.425	488
16.450	472	16.475	487
16.501	456	16.526	487
16.551	438	16.577	488
16.602	421	16.628	488
16.652	407	16.678	487
16.704	394	16.729	487
16.754	385	16.779	487
16.805	379	16.831	487
16.855	377	16.881	487
16.906	378	16.932	487
16.957	383	16.982	487
17.008	392	17.033	487
17.058	403	17.083	487
17.109	417	17.135	487
17.159	433	17.185	487
17.210	449	17.236	488
17.261	466	17.286	488
17.312	482	17.337	487
17.362	497	17.388	487
17.413	509	17.439	488
17.463	519	17.489	487
17.515	525	17.540	488
17.565	526	17.590	487
17.616	525	17.642	487
17.666	520	17.692	487
17.717	511	17.743	487
17.768	499	17.793	488
17.819	486	17.844	487
17.869	471	17.894	487
17.920	454	17.946	487
17.970	438	17.996	487
18.021	422	18.047	487
18.072	408	18.097	487
18.123	396	18.148	487
18.173	387	18.199	488
18.224	381	18.250	487
18.274	380	18.300	487
18.326	381	18.351	487
18.376	386	18.401	487
18.427	395	18.453	487
18.477	406	18.503	487
18.528	419	18.554	487
18.579	435	18.604	487
18.630	451	18.655	488
18.680	467	18.706	488
18.731	482	18.757	487
18.781	496	18.807	487
18.832	508	18.858	487
18.883	517	18.908	487
18.934	522	18.959	488
18.985	523	19.010	487
19.035	523	19.061	487
19.086	516	19.111	487
19.137	508	19.162	487
19.188	497	19.212	487
19.238	483	19.264	487
19.289	468	19.314	488
19.339	453	19.365	487
19.391	437	19.415	488
19.441	422	19.466	487
19.492	409	19.517	488
19.542	398	19.568	488
19.593	389	19.618	488
19.643	384	19.669	487
19.695	383	19.719	488
19.745	384	19.770	488
19.796	390	19.821	488
19.846	398	19.872	487
19.897	409	19.922	487
19.948	422	19.973	488
19.999	437	20.023	487
20.049	452	20.075	488
20.100	467	20.125	487
20.150	482	20.176	487
20.202	495	20.226	487
20.252	506	20.277	487
20.303	514	20.328	487
20.353	519	20.379	487
20.404	520	20.429	487
20.454	519	20.480	487
20.506	513	20.530	488
20.556	505	20.581	487
20.607	494	20.632	487
20.657	481	20.683	487
20.708	466	20.733	488
20.759	452	20.784	487
20.810	437	20.834	487
20.860	422	20.886	487
20.911	410	20.936	487
20.961	399	20.987	488
21.013	391	21.037	487
21.063	387	21.088	487
21.114	386	21.139	487
21.164	388	21.190	487
21.215	393	21.240	487
21.266	400	21.291	487
21.317	412	21.341	487
21.367	424	21.392	488
21.418	438	21.443	487
21.468	453	21.494	488
21.519	468	21.544	487
21.570	482	21.595	488
21.621	494	21.645	487
21.671	504	21.697	487
21.722	512	21.747	488
21.772	516	21.798	488
21.824	518	21.848	487
21.874	515	21.899	487
21.925	510	21.950	487
21.975	502	22.001	488
22.026	491	22.052	487
22.077	478	22.102	487
22.128	465	22.153	488
22.178	450	22.203	487
22.229	436	22.255	487
22.279	422	22.305	488
22.330	411	22.356	487
22.381	400	22.406	487
22.432	394	22.457	487
22.482	389	22.508	487
22.533	388	22.559	487
22.583	390	22.609	487
22.635	396	22.660	487
22.685	404	22.710	487
22.736	414	22.762	487
22.786	426	22.812	487
22.837	440	22.863	487
22.888	454	22.913	487
22.939	468	22.964	487
22.989	482	23.014	488
23.040	493	23.066	487
23.090	503	23.116	487
23.141	509	23.167	487
23.192	514	23.217	487
23.243	515	23.268	488
23.293	512	23.319	487
23.344	507	23.370	487
23.394	499	23.420	487
23.446	489	23.471	487
23.496	476	23.521	487
23.547	463	23.573	487
23.597	448	23.623	488
23.648	435	23.674	487
23.699	422	23.724	487
23.750	411	23.775	487
23.800	402	23.826	487
23.851	395	23.877	487
23.901	391	23.927	488
23.952	391	23.978	487
24.003	393	24.028	487
24.054	398	24.079	487
24.104	406	24.130	487
24.155	416	24.181	487
24.205	429	24.231	487
24.257	441	24.282	487
24.307	455	24.332	487
24.358	468	24.384	487
24.408	481	24.434	487
24.459	492	24.485	481
24.510	501	24.535	460
24.561	507	24.586	435
24.611	511	24.637	413
24.662	511	24.688	395
24.712	509	24.738	382
24.763	504	24.789	374
24.814	496	24.839	371
24.865	486	24.890	375
24.915	474	24.941	385
24.966	461	24.992	399
25.016	448	25.042	417
25.068	435	25.093	440
25.118	423	25.143	465
25.169	412	25.195	490
25.219	403	25.245	516
25.270	397	25.296	540
25.321	394	25.346	562
25.372	393	25.397	579
25.422	396	25.448	592
25.473	401	25.499	599
25.523	409	25.549	601
25.574	418	25.600	597
25.625	431	25.650	588
25.676	442	25.701	573
25.726	456	25.752	554
25.777	468	25.803	533
25.827	480	25.853	507
25.879	491	25.904	483
25.929	499	25.954	457
25.980	505	26.006	434
26.030	509	26.056	413
26.081	509	26.107	397
26.132	506	26.157	384
26.183	501	26.208	378
26.233	493	26.259	376
26.284	483	26.310	380
26.334	472	26.360	390
26.386	460	26.411	404
26.436	447	26.461	423
26.487	434	26.512	444
26.537	423	26.563	469
26.588	413	26.614	493
26.638	405	26.664	518
26.690	399	26.715	541
26.740	396	26.765	561
26.791	395	26.817	577
26.841	398	26.867	589
26.892	403	26.918	596
26.943	411	26.968	597
26.994	421	27.019	593
27.044	432	27.070	582
27.095	444	27.121	568
27.145	457	27.171	549
27.197	469	27.222	528
27.247	480	27.272	503
27.298	490	27.323	479
27.348	498	27.374	455
27.399	503	27.425	433
27.449	506	27.475	413
27.501	507	27.526	397
27.551	503	27.576	387
27.602	498	27.628	380
27.652	490	27.678	380
27.703	481	27.729	385
27.754	470	27.779	395
27.805	458	27.830	408
27.855	446	27.881	428
27.906	434	27.932	449
27.956	423	27.982	472
28.008	413	28.033	497
28.058	406	28.083	520
28.109	400	28.134	542
28.159	398	28.185	560
28.210	398	28.236	576
28.260	401	28.286	587
28.312	405	28.337	592
28.362	413	28.387	592
28.413	423	28.439	587
28.463	434	28.489	577
28.514	446	28.540	563
28.565	457	28.590	544
28.616	469	28.641	523
28.666	480	28.692	500
28.717	489	28.743	476
28.767	496	28.793	453
28.819	502	28.844	432
28.869	504	28.894	413
28.920	504	28.946	399
28.970	501	28.996	389
29.021	496	29.047	384
29.071	488	29.097	384
29.123	479	29.148	389
29.173	468	29.198	400
29.224	457	29.250	414
29.274	445	29.300	433
29.325	433	29.351	453
29.376	423	29.401	475
29.427	414	29.452	490
29.477	407	29.503	493
29.528	402	29.554	493
29.578	400	29.604	492
29.630	400	29.655	490
29.680	403	29.705	488
29.731	408	29.757	486
29.781	416	29.807	483
29.832	424	29.858	481
29.882	435	29.908	480
29.934	447	29.959	479
29.984	458	30.009	477
30.035	469	30.061	478
30.085	479	30.111	478
30.136	488	30.162	479
30.187	495	30.212	480
30.238	500	30.263	481
30.288	502	30.314	483
30.339	501	30.365	485
30.389	499	30.415	487
30.441	493	30.466	489
30.491	487	30.516	491
30.542	477	30.568	492
30.592	467	30.618	493
30.643	455	30.669	493
30.693	445	30.719	494
30.745	433	30.770	494
30.795	424	30.820	494
30.846	415	30.872	493
30.896	409	30.922	492
30.947	404	30.973	491
30.999	402	31.023	490
31.049	402	31.074	488
31.100	405	31.125	487
31.150	411	31.176	486
31.201	418	31.226	484
31.252	427	31.277	483
31.303	437	31.327	482
31.353	447	31.379	481
31.404	458	31.429	481
31.454	469	31.480	481
31.506	479	31.530	482
31.556	487	31.581	482
31.607	493	31.631	483
31.657	497	31.683	484
31.708	499	31.733	486
31.758	499	31.784	487
31.810	496	31.834	488
31.860	491	31.885	489
31.911	484	31.936	490
31.961	475	31.987	490
32.012	465	32.037	491
32.063	454	32.088	491
32.114	444	32.138	491
32.164	433	32.190	491
32.215	424	32.240	490
32.265	416	32.291	490
32.317	410	32.341	489
32.367	406	32.392	488
32.418	404	32.442	487
32.468	405	32.494	487
32.519	408	32.544	486
32.569	413	32.595	485
32.621	420	32.645	484
32.671	429	32.696	485
32.722	438	32.747	484
32.772	449	32.798	484
32.823	459	32.848	485
32.874	469	32.899	485
32.925	478	32.949	485
32.975	486	33.001	486
33.026	492	33.051	487
33.076	496	33.102	487
33.128	497	33.152	488
33.178	497	33.203	488
33.229	494	33.253	488
33.279	488	33.305	488
33.330	482	33.355	488
33.380	473	33.406	488
33.432	463	33.456	488
33.482	453	33.507	488
33.533	443	33.558	488
33.583	433	33.609	487
33.634	424	33.659	487
33.685	417	33.710	487
33.736	411	33.760	487
33.786	408	33.812	487
33.837	406	33.862	486
33.887	407	33.913	487
33.939	410	33.963	486
33.989	415	34.014	486
34.040	422	34.064	486
34.090	431	34.116	487
34.141	440	34.167	487
34.191	449	34.217	487
34.243	459	34.268	487
34.293	469	34.318	487
34.344	477	34.370	487
34.394	484	34.420	487
34.445	490	34.471	487
34.496	493	34.521	487
34.547	496	34.572	487
34.597	494	34.623	487
34.648	491	34.674	487
34.698	486	34.724	487
34.750	479	34.775	487
34.800	471	34.825	487
34.851	462	34.877	487
34.901	452	34.927	487
34.952	443	34.978	486
35.002	433	35.028	487
35.054	425	35.079	486
35.104	418	35.129	487
35.155	413	35.181	487
35.205	410	35.231	487
35.256	409	35.282	487
35.307	409	35.332	487
35.358	413	35.383	487
35.408	417	35.434	487
35.459	424	35.485	487
35.509	432	35.535	487
35.561	441	35.586	487
35.611	451	35.636	487
35.662	460	35.688	487
35.712	469	35.738	487
35.763	477	35.789	487
35.813	484	35.839	487
35.865	488	35.890	487
35.915	492	35.940	487
35.966	493	35.992	487
36.016	492	36.042	487
36.067	489	36.093	487
36.118	484	36.143	487
36.169	477	36.194	487
36.219	469	36.245	487
36.270	460	36.296	487
36.320	451	36.346	487
36.372	442	36.397	487
36.422	434	36.447	487
36.473	425	36.499	487
36.523	419	36.549	487
36.574	414	36.600	487
36.624	412	36.650	487
36.676	410	36.701	487
36.726	412	36.751	487
36.777	415	36.803	487
36.827	420	36.853	487
36.878	426	36.904	487
36.929	434	36.954	486
36.980	442	37.005	487
37.030	451	37.056	487
37.081	460	37.107	487
37.131	469	37.157	487
37.183	476	37.208	487
37.233	482	37.258	487
37.284	487	37.310	487
37.334	489	37.360	487
37.385	491	37.411	487
37.435	490	37.461	487
37.487	486	37.512	487
37.537	481	37.562	487
37.588	475	37.614	487
37.638	468	37.664	487
37.689	459	37.715	487
37.740	450	37.765	487
37.791	442	37.816	487
37.842	433	37.867	487
37.892	426	37.918	487
37.943	420	37.968	487
37.994	416	38.019	487
38.045	413	38.069	487
38.095	412	38.121	488
38.146	414	38.171	487
38.196	417	38.222	487
38.248	421	38.272	487
38.298	428	38.323	487
38.349	435	38.373	487
38.399	444	38.425	487
38.450	452	38.475	487
38.500	460	38.526	487
38.552	468	38.576	487
38.602	476	38.627	487
38.653	481	38.678	487
38.703	486	38.729	487
38.754	487	38.779	487
38.805	489	38.830	487
38.856	488	38.880	487
38.906	484	38.932	487
38.957	479	38.982	488
39.007	473	39.033	487
39.059	466	39.083	487
39.109	458	39.134	487
39.160	450	39.184	488
39.210	442	39.236	487
39.261	434	39.286	487
39.311	427	39.337	487
39.363	421	39.387	487
39.413	417	39.438	487
39.464	415	39.489	487
39.514	415	39.540	487
39.565	416	39.590	487
39.616	419	39.641	487
39.667	423	39.691	487
39.717	430	39.743	487
39.768	437	39.793	487
39.818	445	39.844	487
39.870	452	39.894	488
39.920	461	39.945	487
39.971	468	39.995	487
40.021	475	40.047	487
40.072	480	40.097	487
40.122	484	40.148	487
40.174	486	40.198	487
40.224	487	40.249	487
40.275	485	40.300	487
40.325	482	40.351	487
40.376	478	40.401	487
40.427	471	40.452	487
40.478	465	40.502	487
40.528	457	40.554	487
40.579	449	40.604	487
40.629	441	40.655	487
40.681	434	40.705	487
40.731	428	40.756	487
40.782	422	40.806	487
40.832	419	40.858	487
40.883	417	40.909	486
40.933	416	40.959	487
40.985	418	41.010	487
41.035	420	41.060	488
41.086	425	41.112	487
41.136	431	41.162	487
41.187	438	41.213	487
41.238	446	41.263	487
41.289	453	41.314	487
41.339	461	41.365	486
41.390	468	41.416	487
41.440	474	41.466	487
41.492	479	41.517	487
41.542	482	41.567	487
41.593	485	41.619	487
41.643	485	41.669	487
41.694	483	41.720	488
41.744	480	41.770	487
41.796	476	41.821	487
41.846	470	41.871	487
41.897	463	41.923	487
41.947	456	41.973	488
41.998	449	42.024	487
42.049	441	42.074	487
42.100	434	42.125	487
42.150	429	42.176	487
42.201	423	42.227	487
42.251	420	42.277	487
42.303	418	42.328	487
42.353	418	42.378	487
42.404	419	42.430	487
42.454	423	42.480	487
42.505	427	42.531	488
42.555	433	42.581	487
42.607	439	42.632	487
42.657	446	42.682	487
42.708	454	42.734	487
42.758	461	42.784	487
42.809	467	42.835	487
42.860	473	42.885	487
42.911	478	42.936	487
42.961	481	42.987	487
43.012	482	43.038	487
43.062	482	43.088	487
43.114	481	43.139	487
43.164	478	43.189	487
43.215	474	43.241	487
43.265	468	43.291	487
43.316	462	43.342	487
43.366	455	43.392	487
43.418	448	43.443	487
43.468	441	43.493	487
43.519	434	43.545	487
43.569	429	43.595	487
43.620	424	43.646	487
43.671	422	43.696	487
43.722	420	43.747	487
43.772	420	43.798	487
43.823	422	43.849	487
43.873	425	43.899	487
43.925	429	43.950	487
43.975	434	44.000	488
44.026	441	44.052	487
44.076	448	44.102	487
44.127	455	44.153	487
44.178	461	44.203	487
44.229	467	44.254	487
44.279	472	44.304	487
44.330	477	44.356	487
44.380	480	44.406	487
44.431	481	44.457	487
44.482	481	44.507	488
44.533	479	44.558	487
44.583	476	44.609	488
44.634	472	44.660	487
44.684	466	44.710	487
44.736	461	44.761	487
44.786	454	44.811	487
44.837	447	44.863	487
44.887	441	44.913	487
44.938	435	44.964	487
44.989	430	45.014	488
45.040	426	45.065	487
45.090	423	45.115	487
45.141	422	45.167	488
45.191	422	45.217	487
45.242	424	45.268	487
45.293	427	45.318	487
45.344	431	45.369	487
45.395	436	45.420	487
45.445	442	45.471	487
45.496	448	45.521	487
45.547	455	45.572	487
45.598	461	45.622	487
45.648	467	45.674	487
45.699	472	45.724	487
45.749	475	45.775	487
45.801	478	45.825	488
45.851	479	45.876	487
45.902	479	45.926	487
45.952	477	45.978	487
46.003	475	46.028	488
46.053	470	46.079	487
46.105	465	46.129	487
46.155	459	46.180	487
46.206	454	46.231	487
46.256	447	46.282	487
46.307	441	46.332	487
46.358	435	46.383	487
46.409	431	46.433	487
46.459	427	46.485	487
46.510	425	46.535	487
46.560	424	46.586	487
46.612	424	46.636	487
46.662	426	46.687	488
46.713	428	46.738	487
46.763	433	46.789	488
46.814	437	46.839	487
46.864	443	46.890	487
46.916	449	46.940	487
46.966	456	46.991	487
47.017	461	47.042	487
47.067	466	47.093	487
47.118	471	47.143	488
47.169	474	47.194	487
47.220	477	47.244	487
47.270	477	47.296	487
47.321	477	47.346	487
47.371	475	47.397	487
47.423	473	47.447	487
47.473	469	47.498	487
47.524	463	47.549	487
47.574	458	47.600	487
47.625	453	47.650	488
47.675	446	47.701	487
47.727	441	47.751	487
47.777	435	47.802	487
47.828	432	47.853	487
47.878	428	47.904	488
47.929	426	47.954	487
47.980	426	48.005	487
48.031	426	48.055	487
48.081	428	48.107	487
48.132	430	48.157	487
48.182	435	48.208	487
48.234	439	48.258	487
48.284	445	48.309	487
48.335	450	48.360	487
48.385	456	48.411	487
48.436	461	48.462	487
48.486	466	48.512	487
48.538	470	48.563	487
48.588	473	48.613	487
48.639	475	48.665	487
48.689	476	48.715	487
48.740	475	48.766	488
48.791	474	48.816	487
48.842	471	48.867	487
48.892	467	48.918	487
48.943	462	48.969	487
48.993	457	49.019	487
49.045	452	49.070	487
49.095	446	49.120	487
49.146	442	49.172	487
49.196	437	49.222	488
49.247	433	49.273	487
49.298	430	49.323	487
49.349	428	49.374	487
49.399	427	49.424	487
49.450	427	49.476	487
49.500	429	49.526	487
49.551	432	49.577	487
49.602	436	49.627	487
49.653	440	49.678	487
49.703	446	49.729	487
49.754	451	49.780	488
49.804	456	49.830	487
49.856	461	49.881	488
49.906	465	49.931	487
49.957	469	49.983	487
50.007	472	50.033	487
50.058	474	50.084	487
50.109	474	50.134	487
50.160	474	50.185	487
50.210	472	50.235	487
50.261	469	50.287	487
50.311	465	50.337	487
50.362	461	50.388	487
50.413	456	50.438	487
50.464	451	50.489	487
50.514	446	50.540	487
50.565	442	50.591	487
50.615	437	50.641	487
50.667	433	50.692	487
50.717	431	50.742	488
50.768	429	50.794	487
50.818	429	50.844	487
50.869	429	50.895	487
50.920	431	50.945	487
50.971	434	50.996	487
51.021	437	51.046	487
51.072	442	51.098	487
51.122	447	51.148	487
51.173	452	51.199	487
51.224	456	51.249	487
51.275	461	51.300	487
51.325	465	51.351	488
51.376	468	51.402	487
51.426	470	51.452	487
51.478	472	51.503	487
51.528	472	51.553	488
51.579	472	51.605	487
51.629	470	51.655	487
51.680	467	51.706	487
51.731	464	51.756	487
51.782	460	51.807	487
51.832	455	51.858	487
51.883	451	51.909	487
51.933	446	51.959	488
51.984	441	52.010	487
52.035	437	52.060	487
52.086	434	52.111	487
52.137	432	52.162	487
52.187	430	52.213	487
52.238	431	52.263	487
52.289	431	52.314	487
52.340	432	52.364	487
52.390	436	52.416	487
52.441	439	52.466	487
52.491	443	52.517	487
52.543	447	52.567	487
52.593	452	52.618	488
52.644	457	52.669	487
52.694	461	52.720	487
52.745	464	52.770	487
52.795	467	52.821	487
52.847	469	52.871	487
52.897	471	52.922	486
52.948	470	52.973	488
52.998	470	53.024	487
53.049	468	53.074	487
53.100	466	53.125	487
53.151	463	53.175	487
53.201	458	53.227	487
53.252	454	53.277	487
53.302	449	53.328	487
53.354	446	53.378	487
53.404	442	53.429	487
53.455	438	53.480	487
53.505	435	53.531	487
53.556	433	53.581	487
53.606	432	53.632	487
53.658	431	53.682	487
53.708	433	53.733	487
53.759	434	53.784	487
53.809	437	53.835	487
53.860	440	53.885	487
53.911	444	53.936	487
53.962	448	53.986	486
54.012	452	54.038	487
54.063	456	54.088	488
54.113	460	54.139	487
54.165	464	54.189	487
54.215	466	54.240	487
54.266	468	54.291	487
54.316	469	54.342	487
54.367	469	54.392	487
54.418	468	54.443	487
54.469	467	54.493	488
54.519	464	54.544	487
54.570	461	54.595	487
54.620	457	54.646	487
54.671	453	54.696	487
54.722	449	54.747	487
54.773	446	54.797	487
54.823	442	54.849	487
54.874	439	54.899	487
54.924	436	54.950	487
54.976	435	55.000	487
55.026	434	55.051	487
55.077	434	55.102	487
55.127	435	55.153	487
55.178	436	55.204	487
55.229	439	55.254	488
55.280	442	55.305	487
55.330	445	55.355	487
55.381	449	55.407	487
55.431	453	55.457	487
55.482	457	55.508	487
55.533	460	55.558	487
55.584	463	55.609	487
55.634	465	55.660	487
55.685	467	55.711	487
55.735	467	55.761	487
55.787	468	55.812	487
55.837	467	55.862	487
55.888	465	55.914	487
55.938	462	55.964	487
55.989	460	56.015	487
56.040	456	56.065	487
56.091	453	56.116	487
56.141	449	56.166	488
56.192	446	56.218	487
56.242	442	56.268	487
56.293	439	56.319	487
56.344	437	56.369	488
56.395	435	56.420	487
56.445	435	56.471	487
56.496	435	56.522	487
56.546	436	56.572	487
56.598	438	56.623	487
56.648	440	56.673	487
56.699	443	56.725	487
56.749	447	56.775	488
56.800	450	56.826	487
56.851	453	56.876	487
56.902	457	56.927	487
56.952	460	56.978	486
57.003	462	57.029	487
57.053	464	57.079	487
57.104	465	57.130	487
57.155	465	57.180	487
57.206	466	57.231	487
57.256	465	57.282	488
57.307	463	57.333	487
57.357	461	57.383	488
57.409	458	57.434	487
57.459	455	57.484	487
57.510	452	57.536	487
57.560	449	57.586	488
57.611	445	57.637	487
57.662	443	57.687	487
57.713	440	57.738	487
57.763	439	57.789	487
57.814	437	57.840	487
57.864	437	57.890	487
57.915	437	57.941	487
57.966	438	57.991	487
58.017	439	58.042	487
58.067	441	58.093	487
58.118	444	58.144	487
58.168	447	58.194	487
58.220	450	58.245	487
58.270	454	58.295	487
58.321	457	58.347	487
58.371	459	58.397	487
58.422	461	58.448	487
