#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
8.947	562	8.973	642
8.997	539	9.023	615
9.049	512	9.074	582
9.099	480	9.124	545
9.150	445	9.175	507
9.200	409	9.226	468
9.251	376	9.277	432
9.301	344	9.327	399
9.353	317	9.378	372
9.403	295	9.428	352
9.454	281	9.480	341
9.504	273	9.530	337
9.555	273	9.581	341
9.606	282	9.631	355
9.657	297	9.682	376
9.707	320	9.733	404
9.758	347	9.784	436
9.808	379	9.834	472
9.860	413	9.885	510
9.910	447	9.935	548
9.961	481	9.987	583
10.011	513	10.037	615
10.062	540	10.088	641
10.112	561	10.138	660
10.164	575	10.189	671
10.214	583	10.239	675
10.265	582	10.291	670
10.315	573	10.341	656
10.366	558	10.392	635
10.417	535	10.442	608
10.468	508	10.493	575
10.518	476	10.544	539
10.569	442	10.595	502
10.619	407	10.645	464
10.671	374	10.696	430
10.721	343	10.746	399
10.772	317	10.798	372
10.822	296	10.848	354
10.873	283	10.899	343
10.923	276	10.949	341
10.975	276	11.000	347
11.025	285	11.050	361
11.076	301	11.102	383
11.126	323	11.152	411
11.177	350	11.203	442
11.228	382	11.253	479
11.279	415	11.304	516
11.329	450	11.355	552
11.380	482	11.406	587
11.430	514	11.456	617
11.482	540	11.507	642
11.532	560	11.557	659
11.583	573	11.609	668
11.633	579	11.659	671
11.684	579	11.710	664
11.734	570	11.760	650
11.786	554	11.811	629
11.836	532	11.861	601
11.887	504	11.913	568
11.937	473	11.963	533
11.988	440	12.014	496
12.039	405	12.064	460
12.090	373	12.115	426
12.140	343	12.166	397
12.191	318	12.217	373
12.241	298	12.267	356
12.293	285	12.318	348
12.343	279	12.368	346
12.394	280	12.420	354
12.444	288	12.470	368
12.495	304	12.521	390
12.545	327	12.571	418
12.597	354	12.622	450
12.648	386	12.672	485
12.698	418	12.724	521
12.749	452	12.774	557
12.799	484	12.825	589
12.851	514	12.875	618
12.901	539	12.926	641
12.952	559	12.977	656
13.002	571	13.028	665
13.053	577	13.078	665
13.104	576	13.129	658
13.155	566	13.179	642
13.205	550	13.231	621
13.256	528	13.281	594
13.306	500	13.332	561
13.358	469	13.382	527
13.408	437	13.433	491
13.459	403	13.483	456
13.509	371	13.535	424
13.560	342	13.585	397
13.610	318	13.636	374
13.662	299	13.686	359
13.712	287	13.737	351
13.763	281	13.788	352
13.813	282	13.839	360
13.864	292	13.889	375
13.915	308	13.940	398
13.966	331	13.990	425
14.016	358	14.042	457
14.067	389	14.092	491
14.117	421	14.143	526
14.169	454	14.193	560
14.219	486	14.244	592
14.270	515	14.294	618
14.320	540	14.346	640
14.371	558	14.396	653
14.421	570	14.447	661
14.473	575	14.497	660
14.523	573	14.548	652
14.574	563	14.599	636
14.624	547	14.650	614
14.675	524	14.700	586
14.726	497	14.751	554
14.777	466	14.801	521
14.827	434	14.853	487
14.878	401	14.903	453
14.928	369	14.954	422
14.980	341	15.004	397
15.030	317	15.055	376
15.081	299	15.105	363
15.131	287	15.157	356
15.182	283	15.207	357
15.232	285	15.258	366
15.284	295	15.308	382
15.334	312	15.359	405
15.385	334	15.410	432
15.435	362	15.461	463
15.486	392	15.511	496
15.537	424	15.562	531
15.588	457	15.613	563
15.638	488	15.664	593
15.689	516	15.715	619
15.739	540	15.765	638
15.791	557	15.816	651
15.841	569	15.866	657
15.892	572	15.918	655
15.942	569	15.968	646
15.993	559	16.019	630
16.043	543	16.069	606
16.095	520	16.120	580
16.145	493	16.170	549
16.196	462	16.222	517
16.246	430	16.272	483
16.297	398	16.323	451
16.348	367	16.373	422
16.399	340	16.424	397
16.449	317	16.475	378
16.500	300	16.526	366
16.550	289	16.576	361
16.602	285	16.627	363
16.652	288	16.677	373
16.703	299	16.729	389
16.753	315	16.779	412
16.804	338	16.830	438
16.854	366	16.880	469
16.906	396	16.931	502
16.956	428	16.981	534
17.007	459	17.033	566
17.057	490	17.083	594
17.108	517	17.134	618
17.159	540	17.184	635
17.210	557	17.235	647
17.260	567	17.286	652
17.311	571	17.337	650
17.361	567	17.387	639
17.413	557	17.438	623
17.463	539	17.488	601
17.514	517	17.540	574
17.564	489	17.590	543
17.615	459	17.641	512
17.665	427	17.691	480
17.717	396	17.742	449
17.767	365	17.792	421
17.818	339	17.844	398
17.868	316	17.894	381
17.919	301	17.945	369
17.970	290	17.995	365
18.021	287	18.046	369
18.071	291	18.097	379
18.122	302	18.148	395
18.172	320	18.198	418
18.224	342	18.249	445
18.274	369	18.299	475
18.325	400	18.351	506
18.375	431	18.401	538
18.426	463	18.452	567
18.476	492	18.502	594
18.528	519	18.553	617
18.578	541	18.603	633
18.629	556	18.655	643
18.679	566	18.705	648
18.730	569	18.756	644
18.781	564	18.806	633
18.832	553	18.857	617
18.883	535	18.908	594
18.933	512	18.959	568
18.984	485	19.009	538
19.035	455	19.060	507
19.086	423	19.110	477
19.136	392	19.162	447
19.187	362	19.212	421
19.237	337	19.263	399
19.289	316	19.313	384
19.339	301	19.364	374
19.390	291	19.414	370
19.440	289	19.466	374
19.491	293	19.516	385
19.541	305	19.567	402
19.593	323	19.617	424
19.643	346	19.668	450
