#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
56.799	516	56.825	475
56.851	513	56.875	478
56.901	509	56.926	480
56.952	504	56.976	481
57.002	498	57.028	481
57.053	491	57.078	481
57.103	486	57.129	479
57.155	480	57.179	477
57.205	475	57.230	474
57.256	470	57.281	471
57.306	467	57.332	467
57.357	465	57.382	464
57.408	465	57.433	460
57.459	465	57.483	457
57.509	467	57.535	453
57.560	470	57.585	451
57.610	474	57.636	449
57.662	479	57.686	449
57.712	485	57.737	448
57.763	490	57.787	449
57.813	496	57.839	450
57.864	502	57.889	454
57.914	506	57.940	456
57.966	510	57.990	460
58.016	513	58.041	463
58.067	514	58.092	466
58.117	515	58.143	471
58.168	514	58.193	474
58.219	512	58.244	477
58.270	508	58.294	479
58.320	504	58.346	480
58.371	499	58.396	480
58.421	494	58.447	481
58.473	489	58.497	480
58.523	484	58.548	478
58.574	478	58.598	475
58.624	475	58.650	472
58.675	471	58.701	469
58.725	469	58.751	465
58.777	467	58.802	461
58.827	467	58.852	458
58.878	469	58.904	455
58.928	471	58.954	452
58.979	475	59.005	451
59.030	478	59.055	449
59.081	483	59.106	449
59.131	488	59.157	449
59.182	493	59.208	451
59.232	498	59.258	453
59.284	502	59.309	455
59.334	506	59.359	459
59.385	509	59.411	462
59.435	511	59.461	466
59.486	512	59.512	469
59.536	511	59.562	472
59.588	510	59.613	475
59.638	507	59.663	478
59.689	504	59.715	479
59.739	500	59.765	480
59.790	495	59.816	480
59.841	491	59.866	479
59.892	485	59.917	478
59.942	481	59.968	476
59.993	477	60.019	473
60.043	474	60.069	470
60.095	471	60.120	466
60.145	470	60.170	463
60.196	470	60.222	460
60.246	471	60.272	456
60.297	472	60.323	454
60.347	475	60.373	452
60.399	478	60.424	451
60.449	482	60.474	450
60.500	486	60.526	451
